date,iso_code,maxtempC,mintempC,tempC,FeelsLikeC,HeatIndexC,humidity,pressure,uvIndex,totalSnow_cm,sunHour,windspeedKmph,precipMM
2020-01-01,AFG,3,-1,3,-2,1,46,1026,1,0.1,3.6,9,0.4
2020-01-02,AFG,-1,-4,-1,-4,-2,95,1028,1,4.5,3.6,5,6.5
2020-01-03,AFG,-1,-6,-1,-5,-4,87,1026,1,0.5,7.0,5,0.9
2020-01-04,AFG,4,-3,4,-2,0,42,1023,2,0.0,8.7,6,0.0
2020-01-05,AFG,2,-4,2,-3,-2,52,1022,1,1.0,5.3,5,2.1
2020-01-06,AFG,-2,-6,-2,-6,-4,95,1022,1,12.2,3.6,6,14.8
2020-01-07,AFG,-3,-10,-3,-10,-7,78,1025,1,0.3,8.7,7,0.3
2020-01-08,AFG,-6,-14,-6,-15,-10,62,1027,2,0.0,8.7,9,0.0
2020-01-09,AFG,-2,-13,-2,-11,-8,39,1023,2,0.0,8.7,7,0.0
2020-01-10,AFG,-1,-11,-1,-10,-7,36,1025,2,0.0,8.7,6,0.0
2020-01-11,AFG,-1,-10,-1,-7,-4,52,1023,1,0.2,3.8,6,0.6
2020-01-12,AFG,-0,-3,-0,-3,-2,93,1020,1,2.6,3.8,5,5.8
2020-01-13,AFG,-1,-7,-1,-4,-3,94,1013,1,12.6,3.8,4,14.8
2020-01-14,AFG,-4,-11,-4,-11,-8,68,1024,2,0.0,8.7,6,0.0
2020-01-15,AFG,-2,-10,-2,-11,-8,65,1026,2,0.0,8.7,7,0.0
2020-01-16,AFG,-3,-12,-3,-13,-8,53,1025,2,0.0,8.7,9,0.0
2020-01-17,AFG,-3,-11,-3,-12,-8,50,1025,2,0.0,8.7,8,0.0
2020-01-18,AFG,-5,-12,-5,-13,-8,53,1026,2,0.0,8.7,8,0.0
2020-01-19,AFG,-4,-13,-4,-11,-8,54,1025,1,0.0,5.5,6,0.0
2020-01-20,AFG,-2,-9,-2,-7,-5,76,1022,2,1.0,8.7,4,1.3
2020-01-21,AFG,-2,-7,-2,-5,-5,93,1024,1,4.3,3.9,3,5.3
2020-01-22,AFG,-4,-11,-4,-12,-8,78,1031,1,0.3,8.7,7,0.3
2020-01-23,AFG,-5,-14,-5,-14,-9,61,1028,2,0.0,8.7,8,0.0
2020-01-24,AFG,1,-7,1,-7,-4,54,1022,1,0.0,5.5,7,0.1
2020-01-25,AFG,-1,-8,-1,-8,-5,81,1022,1,0.1,7.1,7,0.1
2020-01-26,AFG,-3,-11,-3,-11,-7,58,1023,2,0.0,8.7,8,0.0
2020-01-27,AFG,-2,-10,-2,-9,-6,63,1022,2,0.0,8.7,7,0.0
2020-01-28,AFG,-4,-10,-4,-12,-7,59,1023,2,0.0,8.7,9,0.0
2020-01-29,AFG,-4,-12,-4,-13,-8,54,1022,2,0.0,8.7,9,0.0
2020-01-30,AFG,-3,-12,-3,-12,-7,59,1024,2,0.0,8.7,8,0.0
2020-01-31,AFG,-1,-7,-1,-8,-5,78,1020,1,0.7,4.0,6,0.8
2020-02-01,AFG,-2,-10,-2,-10,-6,60,1024,2,0.0,8.7,8,0.0
2020-02-02,AFG,-2,-10,-2,-9,-6,55,1025,2,0.0,8.7,8,0.0
2020-02-03,AFG,-1,-8,-1,-7,-4,70,1023,1,2.0,4.0,5,2.4
2020-02-04,AFG,-1,-8,-1,-6,-4,89,1023,1,6.3,4.0,4,7.4
2020-02-05,AFG,-3,-10,-3,-11,-7,74,1024,2,0.0,8.7,8,0.0
2020-02-06,AFG,-1,-9,-1,-10,-6,62,1024,1,0.0,7.1,9,0.0
2020-02-07,AFG,-2,-12,-2,-12,-7,51,1025,2,0.0,8.7,10,0.0
2020-02-08,AFG,2,-9,2,-7,-3,45,1023,2,0.0,8.7,8,0.0
2020-02-09,AFG,1,-6,1,-6,-3,45,1024,2,0.0,8.7,8,0.0
2020-02-10,AFG,1,-6,1,-5,-2,59,1023,1,0.1,7.2,7,0.3
2020-02-11,AFG,1,-3,1,-2,-1,96,1022,1,2.6,4.1,3,5.0
2020-02-12,AFG,1,-3,1,-0,0,99,1021,1,16.9,4.1,2,19.9
2020-02-13,AFG,3,-2,3,-1,1,94,1021,1,5.4,4.1,6,6.4
2020-02-14,AFG,3,-6,3,-6,-2,38,1025,2,0.0,8.7,10,0.0
2020-02-15,AFG,6,-4,6,-2,1,37,1023,2,0.0,8.7,8,0.0
2020-02-16,AFG,1,-5,1,-6,-2,36,1029,2,0.0,8.7,11,0.0
2020-02-17,AFG,4,-5,4,-5,-1,34,1027,2,0.0,8.7,11,0.0
2020-02-18,AFG,6,-2,6,-1,2,42,1022,2,0.0,8.7,9,0.0
2020-02-19,AFG,3,-0,3,-1,1,58,1022,1,0.4,5.7,7,0.6
2020-02-20,AFG,5,-4,5,-2,0,53,1024,2,0.0,8.7,6,0.0
2020-02-21,AFG,6,-2,6,-1,2,49,1023,2,0.0,8.7,9,0.0
2020-02-22,AFG,8,0,8,1,3,50,1026,2,0.0,8.7,8,0.0
2020-02-23,AFG,8,-1,8,1,3,52,1024,2,0.0,8.7,8,0.0
2020-02-24,AFG,7,-1,7,0,3,49,1021,2,0.0,8.7,10,0.0
2020-02-25,AFG,10,2,10,4,6,50,1019,3,0.0,8.7,8,0.0
2020-02-26,AFG,12,2,12,6,7,44,1019,3,0.0,8.7,7,0.0
2020-02-27,AFG,15,7,15,10,10,52,1017,4,0.0,8.7,5,0.0
2020-02-28,AFG,6,4,6,4,6,83,1016,2,0.0,4.2,8,15.8
2020-02-29,AFG,12,4,12,7,7,66,1018,2,0.0,4.2,2,2.5
2020-03-01,AFG,13,3,13,8,8,61,1019,3,0.0,8.7,2,0.0
2020-03-02,AFG,15,5,15,9,9,46,1017,4,0.0,8.7,5,0.0
2020-03-03,AFG,14,5,14,9,9,34,1016,4,0.0,8.7,5,0.0
2020-03-04,AFG,8,1,8,5,6,73,1013,2,0.0,4.3,8,12.3
2020-03-05,AFG,7,4,7,4,6,80,1015,2,0.0,4.3,7,6.5
2020-03-06,AFG,11,4,11,7,8,55,1015,3,0.0,8.7,3,0.0
2020-03-07,AFG,10,4,10,6,6,56,1016,2,0.3,4.3,6,1.9
2020-03-08,AFG,8,2,8,5,5,33,1023,3,0.0,8.7,4,0.0
2020-03-09,AFG,10,3,10,6,6,44,1019,2,0.0,4.3,4,0.1
2020-03-10,AFG,7,3,7,4,5,72,1016,2,0.0,4.3,6,5.3
2020-03-11,AFG,10,2,10,3,6,65,1014,2,4.1,5.8,13,5.8
2020-03-12,AFG,8,4,8,4,6,62,1015,2,0.0,4.3,10,1.5
2020-03-13,AFG,13,1,13,6,6,55,1020,3,0.0,11.6,3,0.0
2020-03-14,AFG,15,3,15,8,8,30,1022,3,0.0,11.6,3,0.0
2020-03-15,AFG,13,4,13,9,9,29,1021,3,0.0,10.2,3,0.0
2020-03-16,AFG,15,5,15,10,10,31,1020,4,0.0,11.6,4,0.0
2020-03-17,AFG,14,6,14,10,10,47,1021,4,0.0,11.6,5,0.0
2020-03-18,AFG,18,7,18,12,12,41,1021,4,0.0,12.0,4,0.0
2020-03-19,AFG,16,7,16,12,12,37,1016,3,0.0,12.5,5,0.0
2020-03-20,AFG,14,9,14,11,11,50,1015,3,0.0,10.5,5,1.1
2020-03-21,AFG,10,6,10,7,8,81,1016,2,0.0,9.2,6,13.2
2020-03-22,AFG,16,7,16,12,12,42,1018,4,0.0,12.5,5,0.0
2020-03-23,AFG,13,9,13,10,11,56,1016,3,0.0,10.5,9,3.0
2020-03-24,AFG,10,6,10,7,8,82,1014,2,0.0,7.9,7,15.0
2020-03-25,AFG,13,7,13,10,10,66,1016,3,0.0,11.8,6,4.2
2020-03-26,AFG,14,6,14,10,10,64,1018,3,0.0,7.9,7,5.8
2020-03-27,AFG,16,8,16,12,12,47,1016,3,0.0,12.6,4,0.4
2020-03-28,AFG,14,8,14,10,10,48,1017,3,0.0,11.9,6,1.9
2020-03-29,AFG,15,5,15,10,10,56,1017,3,0.0,12.7,4,0.4
2020-03-30,AFG,8,2,8,6,8,76,1016,2,0.0,9.3,6,5.3
2020-03-31,AFG,6,4,6,4,5,93,1014,2,0.0,8.0,4,34.2
2020-04-01,AFG,11,2,11,6,7,68,1017,2,0.0,9.3,6,4.8
2020-04-02,AFG,14,5,14,8,10,40,1019,4,0.0,12.8,7,0.1
2020-04-03,AFG,20,7,20,14,14,30,1018,5,0.0,12.8,3,0.0
2020-04-04,AFG,18,10,18,14,14,35,1017,5,0.0,12.8,5,0.0
2020-04-05,AFG,17,9,17,13,13,46,1018,3,0.0,12.8,4,1.0
2020-04-06,AFG,13,8,13,10,11,64,1017,3,0.0,10.6,7,15.1
2020-04-07,AFG,17,4,17,11,11,58,1016,3,0.0,12.9,5,1.5
2020-04-08,AFG,18,10,18,14,14,44,1016,5,0.0,12.9,3,0.0
2020-04-09,AFG,14,6,14,11,12,57,1017,3,0.0,11.9,6,2.0
2020-04-10,AFG,18,10,18,14,14,39,1019,5,0.0,12.9,4,0.0
2020-04-11,AFG,21,12,21,17,17,50,1019,5,0.0,13.0,4,0.1
2020-04-12,AFG,22,12,22,17,18,53,1018,5,0.0,13.0,5,0.1
2020-04-13,AFG,20,13,20,17,17,54,1016,4,0.0,12.0,7,1.1
2020-04-14,AFG,15,11,15,13,14,74,1015,3,0.0,9.4,7,19.7
2020-04-15,AFG,20,9,20,14,15,61,1017,4,0.0,9.4,5,7.1
2020-04-16,AFG,19,12,19,15,15,39,1015,5,0.0,13.1,4,0.1
2020-04-17,AFG,11,9,11,10,11,68,1015,3,0.0,9.4,5,9.4
2020-04-18,AFG,18,5,18,12,12,61,1016,3,0.0,12.0,4,1.4
2020-04-19,AFG,19,9,19,15,15,38,1015,5,0.0,13.1,4,0.0
2020-04-20,AFG,18,10,18,14,14,50,1016,4,0.0,8.2,8,4.0
2020-04-21,AFG,22,10,22,16,16,43,1016,5,0.0,13.2,4,0.1
2020-04-22,AFG,21,11,21,16,16,33,1014,4,0.0,12.0,5,0.0
2020-04-23,AFG,23,13,23,19,19,35,1013,6,0.0,13.2,4,0.0
2020-04-24,AFG,21,15,21,18,18,46,1013,4,0.0,13.2,6,0.3
2020-04-25,AFG,22,12,22,17,17,47,1014,4,0.0,12.0,5,1.0
2020-04-26,AFG,26,14,26,20,20,35,1015,6,0.0,13.3,4,0.0
2020-04-27,AFG,25,15,25,20,20,33,1014,6,0.0,13.3,6,0.0
2020-04-28,AFG,22,14,22,17,18,56,1016,4,0.0,8.3,8,4.5
2020-04-29,AFG,21,14,21,17,18,53,1015,4,0.0,12.0,8,5.0
2020-04-30,AFG,24,14,24,20,20,49,1016,5,0.0,12.0,5,3.4
2020-05-01,AFG,20,13,20,16,16,60,1015,4,0.0,10.8,6,5.0
2020-05-02,AFG,24,11,24,18,19,52,1013,5,0.0,13.3,5,2.5
2020-05-03,AFG,22,12,22,17,18,50,1013,4,0.0,13.4,5,1.9
2020-05-04,AFG,23,12,23,17,18,46,1014,4,0.0,13.3,6,3.7
2020-05-05,AFG,22,10,22,16,17,44,1015,5,0.0,13.8,8,0.2
2020-05-06,AFG,22,13,22,18,18,35,1015,5,0.0,13.8,6,0.0
2020-05-07,AFG,23,14,23,19,18,33,1014,5,0.0,13.3,4,0.0
2020-05-08,AFG,26,15,26,21,21,40,1013,6,0.0,13.3,8,3.0
2020-05-09,AFG,26,13,26,19,19,46,1013,5,0.0,13.3,5,1.2
2020-05-10,AFG,27,16,27,21,21,35,1015,6,0.0,13.9,4,0.0
2020-05-11,AFG,24,16,24,19,20,51,1014,5,0.0,8.7,7,8.2
2020-05-12,AFG,24,16,24,19,20,57,1014,5,0.0,13.9,6,16.6
2020-05-13,AFG,21,14,21,17,17,64,1013,4,0.0,8.7,8,17.4
2020-05-14,AFG,19,11,19,14,15,74,1013,4,0.0,8.7,8,39.9
2020-05-15,AFG,20,11,20,16,16,67,1014,4,0.0,11.0,8,7.8
2020-05-16,AFG,22,11,22,17,18,53,1013,4,0.0,11.1,5,10.1
2020-05-17,AFG,21,10,21,16,17,57,1012,4,0.0,8.8,5,4.5
2020-05-18,AFG,21,12,21,16,17,46,1013,5,0.0,14.0,7,2.6
2020-05-19,AFG,23,11,23,17,17,38,1014,5,0.0,14.0,4,0.8
2020-05-20,AFG,25,14,25,19,19,32,1013,6,0.0,14.1,5,0.0
2020-05-21,AFG,26,14,26,20,20,31,1012,6,0.0,14.1,5,0.3
2020-05-22,AFG,24,14,24,18,19,45,1013,5,0.0,9.9,7,5.2
2020-05-23,AFG,24,15,24,19,19,44,1014,5,0.0,10.0,10,1.0
2020-05-24,AFG,29,17,29,24,24,33,1013,7,0.0,14.1,4,0.0
2020-05-25,AFG,28,18,28,23,23,28,1014,7,0.0,14.1,8,0.0
2020-05-26,AFG,28,18,28,23,23,28,1013,7,0.0,14.1,6,0.0
2020-05-27,AFG,27,18,27,23,23,27,1011,6,0.0,14.2,11,0.0
2020-05-28,AFG,27,16,27,22,22,36,1010,6,0.0,13.4,8,0.4
2020-05-29,AFG,27,17,27,22,22,41,1011,5,0.0,13.4,7,2.8
2020-05-30,AFG,28,16,28,22,22,36,1012,5,0.0,14.5,6,0.0
2020-05-31,AFG,28,16,28,22,22,32,1013,6,0.0,14.5,7,0.0
2020-06-01,AFG,27,17,27,22,22,25,1013,6,0.0,14.5,8,0.0
2020-06-02,AFG,27,17,27,22,22,21,1012,6,0.0,14.5,7,0.0
2020-06-03,AFG,27,17,27,23,23,24,1011,6,0.0,14.5,6,0.0
2020-06-04,AFG,28,16,28,23,23,25,1011,6,0.0,14.5,10,0.0
2020-06-05,AFG,29,18,29,24,24,23,1011,7,0.0,14.5,14,0.0
2020-06-06,AFG,29,19,29,24,24,20,1011,7,0.0,14.5,18,0.0
2020-06-07,AFG,30,17,30,24,24,20,1010,7,0.0,14.5,7,0.0
2020-06-08,AFG,30,19,30,25,25,21,1009,7,0.0,14.5,5,0.0
2020-06-09,AFG,29,18,29,24,24,30,1010,6,0.0,14.5,8,0.2
2020-06-10,AFG,29,18,29,24,24,27,1010,7,0.0,14.5,8,0.0
2020-06-11,AFG,31,17,31,25,25,22,1008,7,0.0,14.5,5,0.0
2020-06-12,AFG,29,18,29,24,24,27,1007,6,0.0,13.4,9,1.2
2020-06-13,AFG,27,16,27,21,21,42,1008,5,0.0,9.2,8,4.4
2020-06-14,AFG,30,18,30,24,24,31,1010,7,0.0,14.5,9,0.1
2020-06-15,AFG,30,19,30,24,24,17,1010,7,0.0,14.5,12,0.0
2020-06-16,AFG,30,18,30,25,25,15,1009,7,0.0,14.5,13,0.0
2020-06-17,AFG,29,18,29,24,24,17,1008,7,0.0,14.5,15,0.0
2020-06-18,AFG,30,18,30,25,25,20,1007,7,0.0,14.5,7,0.0
2020-06-19,AFG,31,18,31,25,25,23,1007,7,0.0,14.5,6,0.0
2020-06-20,AFG,32,18,32,26,26,21,1008,7,0.0,14.5,7,0.0
2020-06-21,AFG,34,21,34,27,27,18,1006,8,0.0,14.5,5,0.0
2020-06-22,AFG,36,22,36,30,30,17,1005,8,0.0,14.5,5,0.0
2020-06-23,AFG,31,22,31,26,26,30,1008,6,0.0,13.4,8,0.2
2020-06-24,AFG,29,21,29,25,25,28,1009,6,0.0,13.4,13,0.4
2020-06-25,AFG,33,19,33,27,27,24,1007,7,0.0,14.5,6,0.0
2020-06-26,AFG,31,21,31,27,27,19,1007,7,0.0,14.5,13,0.0
2020-06-27,AFG,30,19,30,25,25,17,1008,7,0.0,14.5,9,0.0
2020-06-28,AFG,28,19,28,24,24,24,1008,7,0.0,14.5,11,0.0
2020-06-29,AFG,30,16,30,24,24,23,1007,7,0.0,14.5,10,0.1
2020-06-30,AFG,28,19,28,23,23,49,1009,5,0.0,12.4,9,3.9
2020-07-01,AFG,32,17,32,26,26,38,1008,7,0.0,14.5,9,0.6
2020-07-02,AFG,31,21,31,26,26,25,1009,7,0.0,14.5,12,0.0
2020-07-03,AFG,30,19,30,25,25,18,1009,7,0.0,14.5,7,0.0
2020-07-04,AFG,30,19,30,25,25,17,1007,7,0.0,14.5,10,0.0
2020-07-05,AFG,30,17,30,23,23,18,1005,7,0.0,14.5,7,0.0
2020-07-06,AFG,30,19,30,23,23,29,1006,6,0.0,13.4,10,0.5
2020-07-07,AFG,29,20,29,25,25,34,1008,6,0.0,11.3,8,2.0
2020-07-08,AFG,31,19,31,24,24,36,1009,6,0.0,14.5,5,0.9
2020-07-09,AFG,29,21,29,25,25,32,1006,6,0.0,13.4,12,0.6
2020-07-10,AFG,30,20,30,25,25,20,1004,7,0.0,14.5,13,0.0
2020-07-11,AFG,30,19,30,25,25,21,1004,7,0.0,14.5,9,0.0
2020-07-12,AFG,28,18,28,23,23,33,1004,5,0.0,12.3,7,0.7
2020-07-13,AFG,30,18,30,24,24,42,1005,6,0.0,9.1,5,5.8
2020-07-14,AFG,31,19,31,26,26,38,1006,6,0.0,11.3,6,3.1
2020-07-15,AFG,29,21,29,25,25,35,1007,6,0.0,12.3,9,1.1
2020-07-16,AFG,29,12,29,22,22,42,1007,5,0.0,9.1,7,4.0
2020-07-17,AFG,30,20,30,25,25,36,1007,6,0.0,14.5,5,0.3
2020-07-18,AFG,31,19,31,25,25,35,1009,6,0.0,13.4,7,0.2
2020-07-19,AFG,32,21,32,27,27,26,1007,7,0.0,14.5,13,0.0
2020-07-20,AFG,31,22,31,26,26,20,1005,7,0.0,14.5,14,0.0
2020-07-21,AFG,30,20,30,25,25,21,1006,7,0.0,14.5,13,0.0
2020-07-22,AFG,32,20,32,27,27,25,1008,7,0.0,14.5,5,0.0
2020-07-23,AFG,33,21,33,26,26,18,1007,7,0.0,14.5,6,0.0
2020-07-24,AFG,33,22,33,28,28,16,1011,8,0.0,14.4,10,0.0
2020-07-25,AFG,34,22,34,28,28,20,1012,8,0.0,14.4,7,0.0
2020-07-26,AFG,34,22,34,28,28,26,1011,8,0.0,14.4,6,0.0
2020-07-27,AFG,33,23,33,27,27,23,1009,8,0.0,13.6,9,0.0
2020-07-28,AFG,33,22,33,27,27,19,1008,8,0.0,13.6,7,0.0
2020-07-29,AFG,33,21,33,26,26,16,1009,7,0.0,13.6,7,0.0
2020-07-30,AFG,34,21,34,27,27,17,1008,8,0.0,13.6,6,0.0
2020-07-31,AFG,33,22,33,29,29,20,1007,7,0.0,13.5,8,0.4
2020-08-01,AFG,32,21,32,28,28,28,1007,6,0.0,13.5,9,1.0
2020-08-02,AFG,32,21,32,27,27,37,1005,6,0.0,13.5,8,1.8
2020-08-03,AFG,33,22,33,28,28,24,1002,8,0.0,13.5,8,0.2
2020-08-04,AFG,31,20,31,26,26,20,1002,7,0.0,13.5,9,0.1
2020-08-05,AFG,32,19,32,26,26,19,1005,7,0.0,13.4,7,0.0
2020-08-06,AFG,34,21,34,27,27,19,1007,8,0.0,13.4,6,0.0
2020-08-07,AFG,33,24,33,29,29,26,1008,8,0.0,13.4,9,0.0
2020-08-08,AFG,34,23,34,29,29,22,1006,8,0.0,13.4,7,0.1
2020-08-09,AFG,33,22,33,28,28,32,1004,6,0.0,13.4,8,1.7
2020-08-10,AFG,33,22,33,29,29,27,1004,7,0.0,13.4,9,0.1
2020-08-11,AFG,33,22,33,28,28,24,1006,8,0.0,13.3,8,0.1
2020-08-12,AFG,34,22,34,28,28,20,1005,8,0.0,13.3,7,0.0
2020-08-13,AFG,32,21,32,26,26,17,1006,7,0.0,13.3,7,0.0
2020-08-14,AFG,33,20,33,27,27,17,1005,7,0.0,13.3,5,0.0
2020-08-15,AFG,34,20,34,28,28,18,1004,8,0.0,13.3,5,0.0
2020-08-16,AFG,35,21,35,29,29,16,1005,8,0.0,13.2,5,0.0
2020-08-17,AFG,35,21,35,29,29,16,1005,8,0.0,13.2,5,0.0
2020-08-18,AFG,34,22,34,28,28,20,1005,8,0.0,13.2,8,0.1
2020-08-19,AFG,32,21,32,27,27,23,1004,7,0.0,13.2,9,0.1
2020-08-20,AFG,32,19,32,27,27,25,1005,7,0.0,13.2,8,0.0
2020-08-21,AFG,30,20,30,25,25,37,1009,6,0.0,13.1,8,1.1
2020-08-22,AFG,31,19,31,25,25,55,1008,6,0.0,13.1,7,1.6
2020-08-23,AFG,31,20,31,26,26,54,1006,7,0.0,13.1,8,0.0
2020-08-24,AFG,32,20,32,26,26,51,1007,7,0.0,13.1,9,0.0
2020-08-25,AFG,31,22,31,27,27,43,1008,6,0.0,13.1,8,1.2
2020-08-26,AFG,29,20,29,25,25,49,1009,6,0.0,8.2,7,11.3
2020-08-27,AFG,28,19,28,24,24,44,1008,6,0.0,13.0,7,3.7
2020-08-28,AFG,28,19,28,24,24,42,1007,6,0.0,13.0,7,0.6
2020-08-29,AFG,28,19,28,24,24,49,1008,5,0.0,13.0,7,0.6
2020-08-30,AFG,28,19,28,23,23,38,1009,7,0.0,13.0,7,0.0
2020-08-31,AFG,28,19,28,23,23,33,1010,5,0.0,11.9,7,0.8
2020-09-01,AFG,27,18,27,23,23,43,1012,6,0.0,12.9,8,0.3
2020-09-02,AFG,28,17,28,22,22,52,1013,6,0.0,12.9,7,0.4
2020-09-03,AFG,29,18,29,25,25,29,1015,7,0.0,12.9,6,0.1
2020-09-04,AFG,30,19,30,25,25,22,1014,7,0.0,12.9,5,0.0
2020-09-05,AFG,29,19,29,25,25,21,1011,7,0.0,12.8,6,0.0
2020-09-06,AFG,28,20,28,24,24,19,1011,7,0.0,12.8,7,0.0
2020-09-07,AFG,29,18,29,23,23,20,1012,7,0.0,12.8,5,0.0
2020-09-08,AFG,29,19,29,23,23,25,1012,7,0.0,12.8,6,0.0
2020-09-09,AFG,29,19,29,24,24,37,1013,6,0.0,10.6,4,2.8
2020-09-10,AFG,29,19,29,24,24,27,1011,7,0.0,12.7,7,0.3
2020-09-11,AFG,28,17,28,23,23,16,1011,6,0.0,12.7,5,0.0
2020-09-12,AFG,30,17,30,24,24,17,1014,7,0.0,12.7,4,0.0
2020-09-13,AFG,29,18,29,24,24,18,1013,7,0.0,12.7,5,0.0
2020-09-14,AFG,29,17,29,24,24,21,1012,7,0.0,12.7,6,0.0
2020-09-15,AFG,28,17,28,23,23,23,1012,6,0.0,12.6,5,0.2
2020-09-16,AFG,28,17,28,23,23,24,1012,7,0.0,11.6,5,0.0
2020-09-17,AFG,27,17,27,22,22,23,1013,6,0.0,11.6,6,0.0
2020-09-18,AFG,26,15,26,21,21,23,1013,6,0.0,11.6,5,0.0
2020-09-19,AFG,29,15,29,22,22,18,1011,6,0.0,11.6,4,0.0
2020-09-20,AFG,31,15,31,24,24,9,1011,7,0.0,11.6,3,0.0
2020-09-21,AFG,29,14,29,22,22,8,1012,6,0.0,11.6,5,0.0
2020-09-22,AFG,25,13,25,20,20,11,1014,6,0.0,11.6,5,0.0
2020-09-23,AFG,25,13,25,20,20,17,1013,6,0.0,11.6,4,0.0
2020-09-24,AFG,30,13,30,23,23,19,1013,6,0.0,11.6,3,0.0
2020-09-25,AFG,28,13,28,22,22,15,1010,6,0.0,11.6,4,0.0
2020-09-26,AFG,25,15,25,21,21,24,1009,6,0.0,11.6,7,0.4
2020-09-27,AFG,24,13,24,19,19,30,1012,6,0.0,11.6,7,0.0
2020-09-28,AFG,24,13,24,19,20,39,1014,5,0.0,10.2,7,1.1
2020-09-29,AFG,23,13,23,18,19,41,1014,5,0.0,6.0,7,2.0
2020-09-30,AFG,21,12,21,17,17,44,1013,4,0.0,11.6,6,0.7
2020-10-01,AFG,23,13,23,18,18,31,1014,4,0.0,11.6,5,0.8
2020-10-02,AFG,23,14,23,18,18,23,1014,5,0.0,11.6,5,0.0
2020-10-03,AFG,24,13,24,19,19,23,1015,6,0.0,11.6,4,0.0
2020-10-04,AFG,24,14,24,19,19,22,1016,6,0.0,11.6,5,0.0
2020-10-05,AFG,25,13,25,19,19,22,1017,6,0.0,11.6,3,0.0
2020-10-06,AFG,24,14,24,19,20,20,1016,6,0.0,11.6,5,0.0
2020-10-07,AFG,24,13,24,18,19,22,1017,6,0.0,11.6,5,0.0
2020-10-08,AFG,25,14,25,19,19,21,1017,6,0.0,11.6,5,0.0
2020-10-09,AFG,25,14,25,19,19,24,1018,6,0.0,11.6,4,0.0
2020-10-10,AFG,23,13,23,19,19,28,1017,6,0.0,11.6,7,0.0
2020-10-11,AFG,22,13,22,18,18,29,1015,5,0.0,11.6,7,0.0
2020-10-12,AFG,19,11,19,16,16,33,1015,5,0.0,11.6,6,0.1
2020-10-13,AFG,20,9,20,14,14,36,1016,4,0.0,11.6,5,0.4
2020-10-14,AFG,21,12,21,17,18,26,1016,5,0.0,11.6,4,0.0
2020-10-15,AFG,23,12,23,17,17,19,1017,5,0.0,11.6,4,0.0
2020-10-16,AFG,22,12,22,17,17,16,1016,5,0.0,11.2,5,0.0
2020-10-17,AFG,23,12,23,17,17,15,1016,5,0.0,8.7,5,0.0
2020-10-18,AFG,22,11,22,17,17,21,1018,5,0.0,8.7,3,0.0
2020-10-19,AFG,23,10,23,17,17,19,1016,5,0.0,8.7,3,0.0
2020-10-20,AFG,23,11,23,17,17,13,1014,5,0.0,8.7,5,0.0
2020-10-21,AFG,21,11,21,17,17,18,1017,5,0.0,8.7,4,0.0
2020-10-22,AFG,20,8,20,15,15,18,1016,5,0.0,8.7,4,0.0
2020-10-23,AFG,17,8,17,13,13,22,1016,4,0.0,8.7,5,0.0
2020-10-24,AFG,18,8,18,13,13,27,1016,5,0.0,8.7,4,0.0
2020-10-25,AFG,18,7,18,13,13,29,1021,4,0.0,8.7,3,0.0
2020-10-26,AFG,19,7,19,13,14,15,1020,5,0.0,8.7,3,0.0
2020-10-27,AFG,20,9,20,14,15,13,1017,5,0.0,8.7,6,0.0
2020-10-28,AFG,17,7,17,12,13,20,1019,4,0.0,8.7,6,0.0
2020-10-29,AFG,18,6,18,12,13,19,1022,4,0.0,8.7,2,0.0
2020-10-30,AFG,16,5,16,11,11,12,1022,4,0.0,8.7,3,0.0
2020-10-31,AFG,18,5,18,11,11,9,1021,4,0.0,8.7,4,0.0
2020-11-01,AFG,19,6,19,11,11,8,1021,4,0.0,8.7,3,0.0
2020-11-02,AFG,20,6,20,13,14,7,1021,5,0.0,8.7,3,0.0
2020-11-03,AFG,19,7,19,13,14,12,1021,5,0.0,8.7,3,0.0
2020-11-04,AFG,19,7,19,12,13,19,1019,4,0.0,8.7,4,0.0
2020-11-05,AFG,18,6,18,11,11,16,1020,4,0.0,8.7,3,0.0
2020-11-06,AFG,18,5,18,11,11,16,1022,4,0.0,8.7,2,0.0
2020-11-07,AFG,20,7,20,12,12,16,1023,4,0.0,8.7,3,0.0
2020-11-08,AFG,19,7,19,12,13,14,1022,4,0.0,8.7,4,0.0
2020-11-09,AFG,18,7,18,12,12,15,1021,3,0.0,5.5,3,0.0
2020-11-10,AFG,16,6,16,11,12,26,1020,4,0.0,8.7,5,0.0
2020-11-11,AFG,15,4,15,9,9,30,1022,3,0.0,8.7,3,0.0
2020-11-12,AFG,15,5,15,10,10,28,1024,4,0.0,8.7,3,0.0
2020-11-13,AFG,13,5,13,9,9,51,1022,4,0.0,8.7,3,2.3
2020-11-14,AFG,5,1,5,2,4,93,1019,1,23.0,3.8,7,44.4
2020-11-15,AFG,4,-2,4,-0,1,85,1021,1,10.8,7.1,5,12.8
2020-11-16,AFG,3,-3,3,-3,-0,58,1025,2,0.0,8.7,6,0.0
2020-11-17,AFG,5,-2,5,-0,1,43,1024,2,0.0,8.7,5,0.0
2020-11-18,AFG,6,0,6,2,3,39,1020,2,0.0,8.7,4,0.0
2020-11-19,AFG,7,2,7,4,4,45,1023,2,0.0,7.1,3,0.2
2020-11-20,AFG,6,-0,6,2,3,38,1025,2,0.0,8.7,3,0.0
2020-11-21,AFG,7,-1,7,2,3,35,1023,2,0.0,8.7,6,0.0
