date,iso_code,maxtempC,mintempC,tempC,FeelsLikeC,HeatIndexC,humidity,pressure,uvIndex,totalSnow_cm,sunHour,windspeedKmph,precipMM
2020-05-19,COG,34,25,34,32,32,67,1012,6,0.0,6.0,3,18.0
2020-05-20,COG,30,25,30,29,29,75,1013,6,0.0,6.0,7,17.5
2020-05-21,COG,29,23,29,28,28,76,1014,6,0.0,8.8,7,8.1
2020-05-22,COG,34,24,34,31,31,66,1013,7,0.0,11.6,3,0.3
2020-05-23,COG,34,25,34,31,31,66,1013,7,0.0,6.0,3,5.6
2020-05-24,COG,30,24,30,29,29,75,1012,6,0.0,6.0,5,17.4
2020-05-25,COG,31,24,31,29,29,75,1013,6,0.0,8.8,8,1.1
2020-05-26,COG,31,25,31,30,30,75,1012,6,0.0,8.8,6,5.8
2020-05-27,COG,31,24,31,30,30,75,1012,6,0.0,8.8,5,0.6
2020-05-28,COG,33,24,33,31,31,69,1012,6,0.0,10.2,6,0.9
2020-05-29,COG,32,25,32,30,30,72,1011,6,0.0,10.1,9,3.6
2020-05-30,COG,32,24,32,30,30,71,1011,6,0.0,7.2,6,2.4
2020-05-31,COG,32,25,32,30,30,70,1012,6,0.0,8.7,5,9.9
2020-06-01,COG,32,25,32,31,31,69,1013,6,0.0,10.1,4,13.8
2020-06-02,COG,29,24,29,28,28,77,1013,6,0.0,7.2,6,6.5
2020-06-03,COG,29,24,29,28,28,77,1013,6,0.0,5.8,8,0.5
2020-06-04,COG,31,23,31,29,29,73,1013,6,0.0,7.2,8,0.1
2020-06-05,COG,34,24,34,31,31,68,1013,8,0.0,8.7,4,1.6
2020-06-06,COG,31,24,31,29,29,72,1014,6,0.0,7.2,9,3.8
2020-06-07,COG,31,24,31,29,29,71,1013,6,0.0,7.2,7,3.0
2020-06-08,COG,31,23,31,28,28,75,1012,6,0.0,7.2,8,1.2
2020-06-09,COG,28,23,28,27,27,73,1013,6,0.0,7.2,9,0.0
2020-06-10,COG,27,22,27,26,26,72,1014,6,0.0,4.3,9,0.1
2020-06-11,COG,28,22,28,26,26,72,1014,6,0.0,7.2,8,0.0
2020-06-12,COG,32,22,32,28,28,65,1012,7,0.0,8.7,6,0.0
2020-06-13,COG,32,22,32,29,29,69,1012,7,0.0,8.7,6,0.0
2020-06-14,COG,33,23,33,29,29,65,1013,6,0.0,7.2,6,0.0
2020-06-15,COG,34,24,34,30,30,61,1013,7,0.0,8.7,5,0.0
2020-06-16,COG,34,25,34,30,30,52,1012,7,0.0,8.7,5,0.0
2020-06-17,COG,34,24,34,29,29,47,1012,7,0.0,8.7,4,0.0
2020-06-18,COG,34,23,34,29,29,47,1013,7,0.0,8.7,4,0.0
2020-06-19,COG,33,23,33,29,29,51,1015,7,0.0,8.7,6,0.0
2020-06-20,COG,34,23,34,30,30,49,1015,7,0.0,8.7,4,0.0
2020-06-21,COG,32,22,32,28,28,56,1014,7,0.0,8.7,9,0.0
2020-06-22,COG,34,22,34,28,28,53,1012,7,0.0,8.7,6,0.0
2020-06-23,COG,35,23,35,29,29,43,1012,8,0.0,8.7,4,0.0
2020-06-24,COG,35,24,35,30,30,39,1011,8,0.0,8.7,5,0.0
2020-06-25,COG,34,23,34,29,29,49,1011,7,0.0,8.7,9,0.0
2020-06-26,COG,33,21,33,29,29,55,1011,7,0.0,8.7,9,0.0
2020-06-27,COG,32,21,32,27,27,55,1011,6,0.0,8.7,9,0.0
2020-06-28,COG,34,22,34,29,29,49,1011,7,0.0,8.7,7,0.0
2020-06-29,COG,33,23,33,28,28,48,1011,7,0.0,8.7,9,0.0
2020-06-30,COG,33,22,33,28,28,52,1011,7,0.0,8.7,9,0.0
2020-07-01,COG,32,22,32,28,28,56,1012,7,0.0,8.7,9,0.0
2020-07-02,COG,34,23,34,29,29,53,1011,7,0.0,11.6,8,0.0
2020-07-03,COG,34,22,34,29,29,55,1011,6,0.0,11.6,9,0.0
2020-07-04,COG,35,23,35,30,30,48,1011,7,0.0,11.6,8,0.0
2020-07-05,COG,35,23,35,30,30,49,1010,7,0.0,11.6,8,0.0
2020-07-06,COG,31,22,31,27,27,60,1012,6,0.0,10.2,11,0.0
2020-07-07,COG,33,22,33,28,28,51,1011,7,0.0,11.6,9,0.0
2020-07-08,COG,35,22,35,29,29,44,1010,7,0.0,11.6,6,0.0
2020-07-09,COG,34,23,34,29,29,45,1011,7,0.0,11.6,9,0.0
2020-07-10,COG,33,23,33,28,28,46,1011,7,0.0,11.6,11,0.0
2020-07-11,COG,32,22,32,28,28,54,1012,7,0.0,11.6,12,0.0
2020-07-12,COG,32,22,32,28,28,55,1012,6,0.0,11.6,12,0.0
2020-07-13,COG,31,22,31,27,27,57,1012,6,0.0,10.2,11,0.0
2020-07-14,COG,32,22,32,27,27,55,1011,7,0.0,11.6,10,0.0
2020-07-15,COG,33,22,33,28,28,55,1012,6,0.0,11.6,9,0.0
2020-07-16,COG,32,23,32,28,28,53,1013,7,0.0,11.6,8,0.0
2020-07-17,COG,33,22,33,28,28,52,1013,6,0.0,11.6,11,0.0
2020-07-18,COG,33,23,33,28,28,48,1012,6,0.0,11.6,9,0.0
2020-07-19,COG,34,23,34,29,29,43,1011,7,0.0,11.6,6,0.0
2020-07-20,COG,34,23,34,29,29,42,1011,7,0.0,11.6,8,0.0
2020-07-21,COG,36,22,36,30,30,40,1011,7,0.0,11.6,7,0.0
2020-07-22,COG,37,23,37,30,30,32,1011,8,0.0,11.6,6,0.0
2020-07-23,COG,35,23,35,28,28,34,1010,7,0.0,11.6,9,0.0
2020-07-24,COG,35,22,35,29,29,36,1010,7,0.0,11.6,9,0.0
2020-07-25,COG,34,22,34,29,29,43,1011,7,0.0,11.6,10,0.0
2020-07-26,COG,34,23,34,29,29,47,1011,7,0.0,11.6,11,0.0
2020-07-27,COG,33,22,33,28,28,48,1012,7,0.0,11.6,12,0.0
2020-07-28,COG,34,21,34,27,27,44,1011,7,0.0,11.6,12,0.0
2020-07-29,COG,34,21,34,27,27,42,1011,7,0.0,11.6,10,0.0
2020-07-30,COG,33,20,33,27,27,46,1012,7,0.0,11.6,10,0.0
2020-07-31,COG,35,22,35,29,29,45,1012,7,0.0,11.6,10,0.0
2020-08-01,COG,35,21,35,29,29,45,1012,7,0.0,11.6,10,0.0
2020-08-02,COG,33,22,33,28,28,46,1012,7,0.0,11.6,12,0.0
2020-08-03,COG,33,22,33,28,28,49,1013,7,0.0,11.6,12,0.0
2020-08-04,COG,33,22,33,28,28,51,1014,6,0.0,11.6,11,0.0
2020-08-05,COG,33,22,33,28,28,50,1014,7,0.0,11.6,11,0.0
2020-08-06,COG,33,22,33,28,28,51,1013,6,0.0,11.6,11,0.0
2020-08-07,COG,33,22,33,28,28,53,1014,6,0.0,10.2,12,0.0
2020-08-08,COG,33,22,33,28,28,52,1014,7,0.0,11.6,12,0.0
2020-08-09,COG,31,21,31,27,27,55,1013,6,0.0,11.6,12,0.0
2020-08-10,COG,31,21,31,27,27,55,1013,6,0.0,11.6,14,0.0
2020-08-11,COG,34,21,34,28,28,54,1012,6,0.0,11.6,9,0.0
2020-08-12,COG,35,23,35,29,29,47,1012,7,0.0,11.6,9,0.0
2020-08-13,COG,34,23,34,29,29,49,1011,7,0.0,11.6,11,0.0
2020-08-14,COG,34,23,34,29,29,49,1010,7,0.0,11.6,12,0.0
2020-08-15,COG,34,22,34,29,29,50,1010,6,0.0,11.6,12,0.0
2020-08-16,COG,36,23,36,30,30,47,1010,8,0.0,11.6,11,0.0
2020-08-17,COG,33,23,33,29,29,52,1010,7,0.0,11.6,13,0.0
2020-08-18,COG,35,22,35,29,29,50,1009,6,0.0,11.6,11,0.0
2020-08-19,COG,34,22,34,29,29,52,1009,6,0.0,11.6,13,0.0
2020-08-20,COG,32,23,32,28,28,57,1009,6,0.0,11.6,12,0.0
2020-08-21,COG,33,22,33,28,28,59,1011,6,0.0,10.2,8,0.0
2020-08-22,COG,34,23,34,29,29,52,1011,6,0.0,10.2,8,0.0
2020-08-23,COG,28,24,28,27,27,61,1012,6,0.0,6.0,11,0.1
2020-08-24,COG,28,22,28,27,27,64,1011,6,0.0,11.6,6,0.0
2020-08-25,COG,29,23,29,27,27,65,1012,6,0.0,6.0,10,3.2
2020-08-26,COG,31,24,31,29,29,57,1012,6,0.0,11.7,11,0.0
2020-08-27,COG,34,24,34,30,30,51,1012,6,0.0,12.0,11,0.1
2020-08-28,COG,33,24,33,29,29,54,1011,7,0.0,12.0,10,0.0
2020-08-29,COG,32,23,32,28,28,57,1011,6,0.0,11.8,10,0.0
2020-08-30,COG,33,23,33,29,29,53,1011,7,0.0,12.4,9,0.0
2020-08-31,COG,36,24,36,30,30,46,1011,8,0.0,12.4,9,0.0
2020-09-01,COG,34,24,34,29,29,51,1010,6,0.0,12.4,11,1.0
2020-09-02,COG,34,24,34,30,30,53,1011,6,0.0,10.2,10,0.1
2020-09-03,COG,35,24,35,31,31,51,1011,7,0.0,11.6,10,0.1
2020-09-04,COG,33,24,33,29,29,56,1012,7,0.0,11.6,12,0.1
2020-09-05,COG,33,25,33,30,30,52,1010,7,0.0,11.6,11,0.0
2020-09-06,COG,32,24,32,29,29,54,1009,6,0.0,10.2,13,0.0
2020-09-07,COG,32,24,32,29,29,56,1010,6,0.0,10.2,10,0.0
2020-09-08,COG,36,24,36,31,31,50,1010,8,0.0,11.6,9,0.0
2020-09-09,COG,34,24,34,30,30,50,1010,7,0.0,11.6,11,0.0
2020-09-10,COG,30,24,30,28,28,57,1011,6,0.0,6.0,13,0.0
2020-09-11,COG,33,24,33,29,29,50,1010,7,0.0,11.6,12,0.0
2020-09-12,COG,32,23,32,29,29,51,1011,7,0.0,11.6,12,0.0
2020-09-13,COG,33,23,33,28,28,54,1012,6,0.0,10.2,11,0.0
2020-09-14,COG,35,24,35,30,30,49,1012,8,0.0,11.6,10,0.0
2020-09-15,COG,34,25,34,30,30,50,1011,6,0.0,10.2,12,0.0
2020-09-16,COG,30,24,30,29,29,56,1011,6,0.0,7.4,7,5.6
2020-09-17,COG,32,25,32,30,30,56,1011,6,0.0,6.0,10,5.3
2020-09-18,COG,32,25,32,30,30,60,1011,6,0.0,10.2,10,12.1
2020-09-19,COG,31,25,31,29,29,56,1011,6,0.0,10.2,10,1.6
2020-09-20,COG,33,24,33,29,29,54,1011,6,0.0,7.4,10,3.1
2020-09-21,COG,29,24,29,28,28,59,1012,6,0.0,8.8,11,0.0
2020-09-22,COG,34,23,34,30,30,55,1012,6,0.0,10.2,10,1.1
2020-09-23,COG,32,24,32,29,29,62,1013,6,0.0,10.2,10,11.9
2020-09-24,COG,30,24,30,28,28,63,1013,6,0.0,7.4,11,3.5
2020-09-25,COG,29,24,29,28,28,62,1013,6,0.0,7.4,11,0.0
2020-09-26,COG,30,24,30,28,28,60,1011,7,0.0,11.6,9,0.4
2020-09-27,COG,31,23,31,28,28,60,1010,6,0.0,10.2,10,0.0
2020-09-28,COG,32,24,32,28,28,56,1011,7,0.0,11.6,10,0.0
2020-09-29,COG,29,23,29,27,27,66,1012,6,0.0,7.4,7,7.6
2020-09-30,COG,29,24,29,27,27,61,1012,6,0.0,7.4,10,1.8
2020-10-01,COG,31,24,31,29,29,54,1010,6,0.0,8.8,11,0.6
2020-10-02,COG,36,24,36,30,30,52,1010,8,0.0,11.6,6,0.1
2020-10-03,COG,32,25,32,30,30,60,1011,6,0.0,7.4,9,4.5
2020-10-04,COG,34,25,34,31,31,62,1011,7,0.0,8.8,7,7.8
2020-10-05,COG,32,25,32,30,30,62,1011,6,0.0,6.0,9,10.5
2020-10-06,COG,36,25,36,32,32,57,1010,7,0.0,10.2,9,2.4
2020-10-07,COG,31,24,31,29,29,66,1012,6,0.0,7.4,10,3.2
2020-10-08,COG,32,24,32,30,30,63,1012,6,0.0,7.4,10,1.2
2020-10-09,COG,30,24,30,28,28,68,1012,6,0.0,7.4,9,3.7
2020-10-10,COG,32,24,32,29,29,67,1012,6,0.0,8.8,8,0.8
2020-10-11,COG,31,24,31,29,29,65,1012,6,0.0,10.2,10,2.5
2020-10-12,COG,31,23,31,28,28,66,1011,6,0.0,8.8,8,0.0
2020-10-13,COG,30,22,30,27,27,68,1012,7,0.0,11.6,6,0.0
2020-10-14,COG,32,24,32,29,29,66,1012,6,0.0,6.1,7,0.8
2020-10-15,COG,29,23,29,28,28,75,1013,6,0.0,6.1,8,18.3
2020-10-16,COG,29,24,29,28,28,73,1012,6,0.0,6.1,8,4.9
2020-10-17,COG,30,25,30,29,29,71,1011,6,0.0,6.1,10,0.7
2020-10-18,COG,29,24,29,28,28,75,1010,6,0.0,6.1,7,0.4
2020-10-19,COG,31,24,31,30,30,72,1010,6,0.0,7.4,7,17.6
2020-10-20,COG,29,24,29,28,28,74,1011,6,0.0,6.1,9,1.0
2020-10-21,COG,29,24,29,28,28,75,1012,6,0.0,6.1,8,32.6
2020-10-22,COG,30,22,30,28,28,74,1012,6,0.0,10.2,8,18.8
2020-10-23,COG,26,24,26,27,27,82,1012,6,0.0,7.4,6,30.6
2020-10-24,COG,28,23,28,27,27,79,1012,6,0.0,6.1,9,3.1
2020-10-25,COG,30,23,30,29,29,76,1010,6,0.0,6.1,7,20.8
2020-10-26,COG,25,23,25,26,26,84,1010,5,0.0,6.1,10,34.0
2020-10-27,COG,29,22,29,27,27,76,1010,6,0.0,6.1,7,0.2
2020-10-28,COG,30,24,30,29,29,76,1010,6,0.0,6.1,9,53.9
2020-10-29,COG,31,22,31,28,28,76,1011,6,0.0,6.1,6,7.8
2020-10-30,COG,27,23,27,27,27,81,1012,6,0.0,8.8,5,20.3
2020-10-31,COG,27,23,27,27,27,80,1011,6,0.0,7.5,4,5.2
2020-11-01,COG,31,24,31,29,29,74,1009,6,0.0,6.1,8,21.3
2020-11-02,COG,29,23,29,28,28,79,1011,6,0.0,6.1,8,17.7
2020-11-03,COG,31,22,31,30,30,74,1011,6,0.0,7.5,4,20.0
2020-11-04,COG,31,24,31,29,29,74,1011,6,0.0,6.1,8,1.2
2020-11-05,COG,30,24,30,29,29,76,1010,6,0.0,6.1,7,19.8
2020-11-06,COG,28,23,28,27,27,82,1012,6,0.0,6.1,8,37.8
2020-11-07,COG,30,23,30,28,28,75,1012,6,0.0,10.2,6,17.6
2020-11-08,COG,30,24,30,29,29,75,1012,6,0.0,6.1,7,15.6
2020-11-09,COG,31,23,31,29,29,76,1013,6,0.0,8.8,9,13.9
2020-11-10,COG,24,23,24,25,25,89,1013,5,0.0,6.1,5,54.1
2020-11-11,COG,30,24,30,29,29,73,1011,6,0.0,7.5,3,1.7
2020-11-12,COG,34,24,34,30,30,65,1011,6,0.0,7.5,4,13.2
2020-11-13,COG,31,23,31,28,28,76,1012,6,0.0,7.5,7,85.3
2020-11-14,COG,26,23,26,26,26,84,1012,5,0.0,7.5,5,92.8
2020-11-15,COG,32,23,32,29,29,73,1011,6,0.0,7.5,4,20.4
2020-11-16,COG,25,23,25,26,26,83,1011,5,0.0,6.1,6,27.3
2020-11-17,COG,31,22,31,29,29,77,1011,6,0.0,6.1,5,22.0
2020-11-18,COG,31,22,31,28,28,75,1011,6,0.0,7.5,3,2.1
2020-11-19,COG,27,23,27,26,26,82,1011,5,0.0,7.5,7,19.5
2020-11-20,COG,31,22,31,29,29,75,1010,6,0.0,6.1,3,6.0
2020-11-21,COG,30,23,30,28,28,80,1010,6,0.0,7.5,5,29.9
2020-11-22,COG,23,18,23,25,25,86,1012,5,0.0,6.1,6,39.4
2020-11-23,COG,29,23,29,28,28,77,1012,6,0.0,10.2,6,3.6
2020-11-24,COG,24,22,24,25,25,87,1013,5,0.0,6.1,4,29.7
2020-11-25,COG,34,23,34,31,31,69,1011,7,0.0,8.9,1,4.5
2020-11-26,COG,32,24,32,30,30,72,1010,6,0.0,6.1,5,28.8
2020-11-27,COG,29,23,29,28,28,79,1011,6,0.0,6.1,7,9.7
2020-11-28,COG,28,23,28,27,27,81,1011,6,0.0,7.5,5,14.3
2020-11-29,COG,27,23,27,27,27,78,1012,6,0.0,8.9,5,4.4
2020-11-30,COG,30,23,30,29,29,74,1012,6,0.0,10.2,7,8.6
2020-12-01,COG,30,24,30,28,28,74,1011,6,0.0,7.5,5,13.9
2020-12-02,COG,30,24,30,28,28,76,1010,6,0.0,11.6,5,7.9
2020-12-03,COG,28,23,28,27,27,79,1012,6,0.0,9.2,8,5.1
2020-12-04,COG,32,23,32,29,29,72,1012,6,0.0,11.9,7,9.8
2020-12-05,COG,31,23,31,29,29,72,1012,6,0.0,10.5,6,13.9
2020-12-06,COG,29,24,29,28,28,74,1012,6,0.0,7.9,4,23.7
2020-12-07,COG,34,23,34,31,31,67,1012,7,0.0,10.5,3,5.0
2020-12-08,COG,27,23,27,27,27,81,1013,5,0.0,7.9,5,18.3
2020-12-09,COG,30,23,30,28,28,75,1012,6,0.0,7.9,4,6.6
2020-12-10,COG,33,23,33,30,30,72,1011,6,0.0,11.9,3,7.6
2020-12-11,COG,30,23,30,28,28,73,1012,6,0.0,10.5,6,12.0
2020-12-12,COG,30,24,30,29,29,75,1011,6,0.0,7.9,5,21.7
2020-12-13,COG,27,24,27,27,27,80,1010,6,0.0,7.9,6,1.2
2020-12-14,COG,26,23,26,26,26,81,1010,5,0.0,11.9,3,1.6
2020-12-15,COG,31,23,31,29,29,73,1010,6,0.0,9.2,4,5.3
2020-12-16,COG,32,24,32,30,30,72,1010,6,0.0,10.5,6,21.1
2020-12-17,COG,31,23,31,29,29,77,1011,6,0.0,7.9,10,27.8
2020-12-18,COG,25,23,25,26,26,83,1012,5,0.0,9.2,4,0.6
2020-12-19,COG,30,23,30,28,28,76,1011,6,0.0,7.9,7,8.9
2020-12-20,COG,24,23,24,26,26,85,1012,5,0.0,7.9,6,14.3
2020-12-21,COG,26,22,26,26,26,81,1011,5,0.0,12.6,3,0.6
2020-12-22,COG,35,23,35,31,31,66,1011,7,0.0,11.9,2,3.5
2020-12-23,COG,31,24,31,29,29,73,1010,6,0.0,7.9,7,4.6
2020-12-24,COG,27,23,27,27,27,80,1011,6,0.0,9.2,5,10.7
2020-12-25,COG,33,23,33,31,31,71,1009,6,0.0,12.6,4,7.1
2020-12-26,COG,34,24,34,31,31,68,1009,6,0.0,10.5,5,6.5
2020-12-27,COG,31,24,31,29,29,76,1009,6,0.0,9.2,7,15.9
2020-12-28,COG,26,24,26,27,27,82,1009,6,0.0,10.5,5,25.9
2020-12-29,COG,31,24,31,29,29,74,1009,6,0.0,9.2,5,11.9
2020-12-30,COG,28,21,28,28,28,77,1010,6,0.0,9.2,6,19.0
2020-12-31,COG,32,22,32,29,29,71,1011,7,0.0,12.6,7,2.2
2021-01-01,COG,30,23,30,29,29,73,1010,6,0.0,10.5,7,2.9
2021-01-02,COG,31,24,31,29,29,71,1010,6,0.0,10.5,5,7.3
2021-01-03,COG,31,24,31,29,29,72,1011,6,0.0,7.9,4,19.5
2021-01-04,COG,28,24,28,28,28,76,1010,6,0.0,7.9,5,12.1
2021-01-05,COG,32,24,32,31,31,67,1010,6,0.0,9.2,5,8.2
2021-01-06,COG,31,24,31,29,29,72,1010,6,0.0,9.2,5,17.3
2021-01-07,COG,27,21,27,27,27,76,1011,6,0.0,11.9,7,12.0
2021-01-08,COG,27,24,27,27,27,73,1011,7,0.0,12.6,4,0.0
2021-01-09,COG,31,21,31,28,28,75,1010,6,0.0,7.9,7,7.0
2021-01-10,COG,31,23,31,29,29,73,1010,6,0.0,10.5,7,3.8
2021-01-11,COG,31,23,31,28,28,74,1010,6,0.0,10.5,7,3.7
2021-01-12,COG,26,22,26,26,26,83,1011,5,0.0,9.2,4,7.3
2021-01-13,COG,29,22,29,27,27,73,1012,6,0.0,10.5,9,1.4
2021-01-14,COG,26,22,26,26,26,78,1012,5,0.0,7.9,6,14.9
2021-01-15,COG,31,22,31,28,28,71,1011,6,0.0,10.5,6,2.8
2021-01-16,COG,32,23,32,29,29,67,1010,6,0.0,11.9,6,1.5
2021-01-17,COG,28,23,28,27,27,76,1010,6,0.0,11.9,6,4.8
2021-01-18,COG,32,23,32,30,30,71,1010,6,0.0,9.2,5,7.6
2021-01-19,COG,32,23,32,29,29,69,1011,6,0.0,11.7,7,7.4
2021-01-20,COG,32,23,32,30,30,73,1011,6,0.0,7.6,5,5.7
2021-01-21,COG,33,23,33,30,30,70,1011,6,0.0,7.6,4,4.4
2021-01-22,COG,29,24,29,29,29,72,1010,6,0.0,6.1,6,18.8
2021-01-23,COG,29,24,29,29,29,75,1010,6,0.0,7.5,5,25.3
2021-01-24,COG,28,23,28,28,28,76,1011,6,0.0,7.5,8,1.0
2021-01-25,COG,31,23,31,29,29,71,1011,6,0.0,8.8,4,4.1
2021-01-26,COG,32,24,32,29,29,71,1010,6,0.0,6.1,4,9.7
2021-01-27,COG,29,24,29,28,28,75,1011,6,0.0,6.1,4,25.4
2021-01-28,COG,32,22,32,29,29,70,1011,6,0.0,7.5,5,5.0
2021-01-29,COG,32,23,32,29,29,66,1011,6,0.0,10.2,4,0.1
2021-01-30,COG,27,24,27,27,27,76,1011,6,0.0,8.8,6,34.1
2021-01-31,COG,28,23,28,27,27,76,1011,6,0.0,6.1,5,0.4
2021-02-01,COG,34,23,34,31,31,67,1011,7,0.0,10.2,6,0.4
2021-02-02,COG,32,24,32,29,29,73,1012,6,0.0,6.1,6,8.1
2020-01-01,CRI,16,8,16,11,11,71,1021,3,0.0,8.7,6,0.0
2020-01-02,CRI,16,9,16,12,12,75,1020,4,0.0,8.7,6,0.0
2020-01-03,CRI,18,8,18,12,12,57,1023,3,0.0,8.7,3,0.0
2020-01-04,CRI,16,10,16,12,12,79,1028,3,0.0,7.0,6,0.0
2020-01-05,CRI,13,9,13,9,10,68,1032,4,0.0,8.7,10,0.0
2020-01-06,CRI,17,8,17,12,13,60,1030,4,0.0,8.7,5,0.0
2020-01-07,CRI,17,8,17,11,11,57,1022,3,0.0,5.4,5,0.0
2020-01-08,CRI,14,8,14,10,10,78,1020,4,0.0,8.7,7,0.0
2020-01-09,CRI,13,8,13,10,11,76,1019,3,0.0,3.7,10,2.6
2020-01-10,CRI,15,8,15,11,11,57,1025,4,0.0,8.7,3,0.0
2020-01-11,CRI,13,8,13,9,10,74,1025,3,0.0,5.4,9,0.4
2020-01-12,CRI,11,7,11,8,9,72,1022,2,0.0,7.0,7,0.0
2020-01-13,CRI,11,7,11,8,9,73,1023,3,0.0,8.7,7,0.4
2020-01-14,CRI,12,8,12,9,10,70,1023,3,0.0,7.0,7,0.4
2020-01-15,CRI,12,5,12,8,8,66,1018,2,0.0,5.4,4,0.0
2020-01-16,CRI,8,5,8,5,7,83,1013,2,0.0,3.7,13,10.0
2020-01-17,CRI,13,4,13,7,8,74,1024,2,0.0,8.7,4,0.0
2020-01-18,CRI,13,7,13,9,9,67,1026,3,0.0,7.0,4,0.0
2020-01-19,CRI,16,6,16,10,10,55,1020,4,0.0,8.7,2,0.0
2020-01-20,CRI,16,9,16,12,12,57,1018,3,0.0,7.1,4,0.0
2020-01-21,CRI,12,9,12,10,10,79,1021,3,0.0,3.8,8,0.4
2020-01-22,CRI,17,10,17,13,13,79,1024,3,0.0,3.8,4,0.4
2020-01-23,CRI,17,9,17,12,12,66,1023,3,0.0,8.7,3,0.0
2020-01-24,CRI,18,9,18,13,14,74,1020,4,0.0,8.7,3,0.0
2020-01-25,CRI,19,13,19,15,15,74,1020,4,0.0,7.1,3,0.1
2020-01-26,CRI,16,11,16,13,13,80,1023,3,0.0,5.4,9,3.2
2020-01-27,CRI,16,7,16,11,12,67,1027,4,0.0,8.7,5,0.0
2020-01-28,CRI,17,8,17,12,12,79,1027,3,0.0,8.7,5,0.0
2020-01-29,CRI,16,8,16,11,11,74,1024,4,0.0,8.7,7,0.0
2020-01-30,CRI,19,9,19,13,14,70,1023,4,0.0,8.7,5,0.0
2020-01-31,CRI,21,10,21,15,16,67,1026,5,0.0,8.7,3,0.0
2020-02-01,CRI,21,10,21,15,16,67,1025,5,0.0,8.7,4,0.0
2020-02-02,CRI,12,7,12,9,11,61,1020,4,0.0,8.7,16,0.0
2020-02-03,CRI,11,5,11,6,8,52,1019,3,0.0,8.7,11,0.0
2020-02-04,CRI,13,4,13,7,8,37,1022,3,0.0,8.7,8,0.0
2020-02-05,CRI,16,5,16,10,11,45,1024,4,0.0,8.7,3,0.0
2020-02-06,CRI,18,9,18,13,13,57,1021,4,0.0,8.7,4,0.0
2020-02-07,CRI,21,10,21,15,16,67,1020,5,0.0,8.7,4,0.0
2020-02-08,CRI,18,9,18,13,14,69,1018,4,0.0,8.7,4,0.0
2020-02-09,CRI,15,8,15,9,11,46,1015,4,0.0,8.7,15,0.0
2020-02-10,CRI,19,6,19,12,13,39,1016,4,0.0,8.7,6,0.0
2020-02-11,CRI,20,9,20,14,15,45,1018,5,0.0,8.7,4,0.0
2020-02-12,CRI,19,7,19,13,14,47,1017,4,0.0,8.7,3,0.0
2020-02-13,CRI,21,9,21,14,15,63,1017,5,0.0,8.7,4,0.0
2020-02-14,CRI,17,8,17,12,12,75,1019,4,0.0,8.7,4,0.0
2020-02-15,CRI,21,9,21,14,14,64,1022,5,0.0,8.7,4,0.0
2020-02-16,CRI,17,10,17,13,13,67,1022,4,0.0,8.7,6,0.0
2020-02-17,CRI,19,9,19,13,14,66,1018,4,0.0,8.7,6,0.0
2020-02-18,CRI,20,7,20,13,14,36,1016,4,0.0,8.7,4,0.0
2020-02-19,CRI,21,10,21,15,16,47,1019,5,0.0,8.7,3,0.0
2020-02-20,CRI,20,9,20,14,15,48,1019,4,0.0,8.7,2,0.0
2020-02-21,CRI,20,10,20,14,15,52,1017,4,0.0,4.1,5,0.0
2020-02-22,CRI,20,11,20,15,15,62,1017,4,0.0,7.2,6,0.9
2020-02-23,CRI,17,9,17,12,13,76,1026,4,0.0,8.7,7,0.0
2020-02-24,CRI,21,9,21,14,15,69,1026,5,0.0,8.7,6,0.0
2020-02-25,CRI,21,11,21,16,16,47,1023,5,0.0,8.7,5,0.0
2020-02-26,CRI,24,12,24,17,18,45,1022,5,0.0,8.7,5,0.0
2020-02-27,CRI,23,11,23,17,18,52,1020,4,0.0,7.2,3,0.0
2020-02-28,CRI,23,12,23,17,17,49,1019,4,0.0,10.2,4,0.0
2020-02-29,CRI,16,9,16,13,13,58,1018,3,0.0,8.7,8,0.0
2020-03-01,CRI,13,7,13,8,10,45,1017,3,0.0,10.2,16,0.1
2020-03-02,CRI,17,7,17,10,12,31,1017,4,0.0,11.6,12,0.0
2020-03-03,CRI,22,10,22,15,16,49,1017,5,0.0,11.6,5,0.0
2020-03-04,CRI,25,10,25,18,19,54,1018,5,0.0,11.6,3,0.0
2020-03-05,CRI,23,10,23,16,18,59,1019,4,0.0,8.7,4,0.0
2020-03-06,CRI,18,10,18,14,14,72,1016,3,0.0,8.7,5,0.0
2020-03-07,CRI,12,9,12,10,10,77,1015,3,0.0,5.9,5,6.5
2020-03-08,CRI,14,8,14,10,11,70,1015,3,0.0,5.9,6,1.2
2020-03-09,CRI,17,8,17,11,12,68,1018,3,0.0,5.9,5,0.9
2020-03-10,CRI,19,10,19,14,15,61,1015,4,0.0,10.2,5,0.1
2020-03-11,CRI,21,10,21,15,16,63,1019,5,0.0,11.6,6,0.0
2020-03-12,CRI,23,10,23,16,16,62,1014,5,0.0,11.6,5,0.0
2020-03-13,CRI,19,11,19,15,16,66,1008,5,0.0,11.6,9,0.0
2020-03-14,CRI,12,10,12,10,11,79,1017,3,0.0,6.0,9,2.4
2020-03-15,CRI,10,9,10,8,9,83,1017,2,0.0,6.0,7,11.9
2020-03-16,CRI,11,7,11,8,9,80,1015,2,0.0,7.4,5,12.0
2020-03-17,CRI,16,5,16,9,9,64,1016,3,0.0,8.8,6,1.3
