iso_code,date,unemployment_rate_idx
PAK,2021-06-12,1.1601098901098899
PAK,2021-06-13,1.1606593406593404
PAK,2021-06-14,1.161208791208791
PAK,2021-06-15,1.1617582417582415
PAK,2021-06-16,1.162307692307692
PAK,2021-06-17,1.1628571428571426
PAK,2021-06-18,1.1634065934065931
PAK,2021-06-19,1.163956043956044
PAK,2021-06-20,1.1645054945054945
PAK,2021-06-21,1.165054945054945
PAK,2021-06-22,1.1656043956043955
PAK,2021-06-23,1.166153846153846
PAK,2021-06-24,1.1667032967032966
PAK,2021-06-25,1.1672527472527472
PAK,2021-06-26,1.1678021978021977
PAK,2021-06-27,1.1683516483516483
PAK,2021-06-28,1.1689010989010988
PAK,2021-06-29,1.1694505494505494
PAK,2021-06-30,1.17
PAN,2020-03-31,-0.7200000000000006
PAN,2020-04-01,-0.7165934065934072
PAN,2020-04-02,-0.7131868131868138
PAN,2020-04-03,-0.7097802197802204
PAN,2020-04-04,-0.706373626373627
PAN,2020-04-05,-0.7029670329670336
PAN,2020-04-06,-0.6995604395604401
PAN,2020-04-07,-0.6961538461538468
PAN,2020-04-08,-0.6927472527472534
PAN,2020-04-09,-0.6893406593406599
PAN,2020-04-10,-0.6859340659340665
PAN,2020-04-11,-0.6825274725274731
PAN,2020-04-12,-0.6791208791208797
PAN,2020-04-13,-0.6757142857142863
PAN,2020-04-14,-0.6723076923076928
PAN,2020-04-15,-0.6689010989010995
PAN,2020-04-16,-0.6654945054945061
PAN,2020-04-17,-0.6620879120879126
PAN,2020-04-18,-0.6586813186813192
PAN,2020-04-19,-0.6552747252747259
PAN,2020-04-20,-0.6518681318681324
PAN,2020-04-21,-0.648461538461539
PAN,2020-04-22,-0.6450549450549455
PAN,2020-04-23,-0.6416483516483522
PAN,2020-04-24,-0.6382417582417588
PAN,2020-04-25,-0.6348351648351653
PAN,2020-04-26,-0.6314285714285719
PAN,2020-04-27,-0.6280219780219785
PAN,2020-04-28,-0.6246153846153851
PAN,2020-04-29,-0.6212087912087917
